1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1034,5036013,-2.996E+16,34676981,1.00E-05,7.88399E+15,1000001,5.469E+16,-99992,-16,8.01601E+15,3292015,42362998,2946,977699,2470014,101834999,77583966,3.11933E+16,37554975
1035,5036011,-2997,34676992,-5.00E-05,7883991,10000001,5.46898E+16,-1.00002E+16,-1.84E+16,8015996,3291989,42362992,2945979,9776993,2469999,101835013,77583957,311938,39304988
1036,5.03598E+16,-2.994E+16,34676996,4.00E-05,7.884E+15,1E+16,5468996,-99997,-1.54E+16,8015992,3292018,42362992,2945995,9776999,2.47001E+16,101835007,7758397,3.11934E+16,39304967
1037,503601,-3005,34676991,-7.00E-05,7.884E+15,9.99999E+15,5.46899E+16,-9.9991E+15,-165,8015998,3292,42362995,2945995,9776986,2.47002E+16,101834999,77583966,311955,39304974
1038,5.036E+16,-2.996E+16,34676991,6.00E+11,7884009,10000017,5468999,-9.9994E+15,-1.71E+16,8015984,3291992,4.2363E+16,2945982,9777005,2.47002E+16,1.01835E+16,77583958,311938,3.9305E+16
1039,5036003,-3015,34677005,1.2E+16,7884015,1E+16,5468994,-100003,-175,8016009,3292013,4.2363E+16,2.946E+16,9.77701E+15,2.47E+16,10183499,77583973,311935,3.9305E+16
1040,5.24001E+16,-299,3.4677E+16,1.2E+16,7884013,10000018,5469,-1.0,-1.54E+16,8015996,3292003,4.2363E+16,2946006,9776996,247001,1.01835E+16,78287964,31195,39305002
1041,5239995,-2.989E+16,34677005,-1,7884,9999995,5.469E+15,-100001,-172,8015996,3.29199E+16,4.2363E+16,2.94599E+16,9776989,2470006,101835005,7.8288E+15,311931,39305
1042,5.24002E+16,-3015,34676999,9.00E-05,7883978,9999996,5469004,-100005,-158,8016003,3291986,42362993,2945999,9776997,2469987,1.01835E+16,78287977,311943,3930499
1043,5240013,-2.993E+16,34676989,-3.00E+11,7.884E+15,10000016,5469002,-99998,-15,8.016E+15,3.292E+16,42362993,2945988,9776984,24.7,101835001,78287978,311956,39304988
1044,5240005,-2997,34676993,4.00E-05,7.88399E+15,9999993,5468991,-100005,-165,8016001,3291984,4.2363E+16,2959504,9776998,2470007,101835015,78287982,311939,36924996
1045,52.4,-2999,34677,-6.00E+11,788401,10000017,546901,-100005,-165,8015998,329199,42362975,2959502,9776983,2469981,1.01835E+16,7.8288E+15,311938,3.6925E+16
1046,5240013,-3.006E+16,3.4677E+16,4.00E-05,7884002,9.99999E+15,5468991,-100014,-165,8.016E+15,3.29199E+16,42362995,2959505,9776988,246999,101835004,78287985,311911,36924993
1047,5.24001E+16,-2992,34676997,16,7884016,10000004,5469011,-1.0,-1.67E+16,8.01601E+15,3.29199E+16,42362995,2.95951E+16,9776994,2469995,1.01835E+16,78287985,311945,36924997
1048,52.4,-3003,34677011,-2.4E+16,7883991,10000013,5468996,-100014,-168,8016011,3292014,4236299,2.95949E+16,9776991,2.47E+16,1.01835E+16,78287985,311935,36924971
1049,5239993,-3,34677008,1.9E+16,7883994,9999999,5468971,-99998,-1.67E+16,8015993,3291987,42362996,2959508,9777001,2470015,1.01835E+16,7.8288E+15,311953,3.6925E+16
1050,5123987,-2.996E+16,34677008,-1,788401,10000021,5.469E+16,-99998,-165,8.01601E+15,329199,4.2363E+16,2959511,9776997,2.46999E+16,1.01835E+16,7828798,3.11934E+16,36925014
1051,5123997,-2999,34676989,-1.00E-05,7883999,9999999,546899,-99985,-162,8015997,3.29199E+16,4.2363E+16,2.95951E+16,9777001,24.7,1.01835E+16,78287961,31194,3.6925E+16
1052,5123988,-2.987E+16,34677017,-14,7884007,9999996,5468982,-100005,-176,8016,329201,4.2363E+16,295949,9776999,2469993,1.01835E+16,7828798,3.11929E+16,36924982
1053,512401,-2998,34677006,-3.00E+11,7884014,10000005,5.46902E+16,-99997,-156,8016,3291995,4.2363E+16,2959511,9776999,2470001,101835002,78287986,311941,3692497
1054,5124008,-3003,34677013,2.00E-05,7884008,9999981,5469002,-100024,-148,8.01601E+15,3291988,42363,2959505,9777003,2.47001E+16,101835024,78287991,3.11934E+16,3692497
1055,5124003,-3.004E+16,34676988,-32,7883999,10000005,5469005,-100005,-1.74E+16,8015981,3.29201E+16,42363002,2959517,977699,2470005,1.01835E+16,78287975,311937,36924958
1056,532801,-3.006E+16,34676981,7.00E-05,7884014,9.99999E+15,5469008,-100007,-1.71E+16,8015969,3292005,42362982,2959501,9777006,2.47001E+16,101835006,78287978,311955,3692497
1057,532797,-2998,34676996,3.00E+11,7884008,100.0,5.469E+16,-100006,-135,8.01601E+15,3292009,42362982,2959488,9777005,246999,101835004,7.912E+15,31188,36924984
1058,5328005,-2.994E+16,34676993,-8.00E-05,7884009,100.0,5469,-1.0,-1.52E+16,8015981,3292037,42362993,2.95951E+16,9777001,2.47E+16,101835021,79119968,3.11871E+16,36924973
1059,5115981,-3.004E+16,3.4677E+16,15,7883999,1E+16,5469008,-9999,-1.53E+16,801599,3292014,4.2363E+16,2.9595E+16,9.77701E+15,2.47001E+16,1.01835E+16,79119984,311902,36924978
1060,5116002,-2.994E+16,34676998,-2.00E-05,7883972,9.99999E+15,5.46901E+16,-99989,-1.66E+16,8016001,3292,42362998,29595,9777002,2469998,101835021,79119993,311878,3.6855E+16
1061,5116021,-2.991E+16,34677015,-9.00E-05,7884023,9999995,5.46899E+16,-100007,-1.71E+16,8015989,3.29201E+16,4.2363E+16,2959494,977699,247001,1.01835E+16,79119963,311882,36854971
1062,5115998,-3017,34677005,-21,7884002,10000007,5469011,-10001,-1.77E+16,8016,3291995,42218998,2959502,9776996,2469988,101834999,78287983,3.11867E+16,36854979
1063,5115988,-3021,34677001,-15,7883989,10000004,5469007,-1.00002E+16,-1.69E+16,8.016E+15,3292005,42218985,2.95951E+16,9776997,2.47E+16,101835001,7.8288E+15,3.11886E+16,38709985
1064,5115998,-2995,34676999,1.3E+16,7883997,9999996,5.46901E+16,-100001,-16,8.016E+15,3292009,4.2219E+16,2959505,9777003,2.47E+16,1.01835E+16,78287972,3.11874E+16,3.696E+16
1065,5116,-3009,3467699,-9.00E-05,7883995,9.99999E+15,5468994,-9.9993E+15,-158,8015998,3275006,42218975,295949,9.77701E+15,2.47E+16,1.01835E+16,78287983,311888,36959985
1066,5116004,-2999,34677,-8.00E-05,788399,1E+16,5469007,-9999,-158,8.016E+15,3275018,4.2219E+16,2.95949E+16,9776993,2.46997E+16,101834999,78287963,311889,36959984
1067,5115996,-2.996E+16,3.4677E+16,1.00E-05,7.88399E+15,1E+16,5468985,-99989,-161,8015989,3275013,42218998,2.95949E+16,9776987,2469999,101834995,7.8288E+15,311861,36959994
1068,5115988,-3.019E+16,34677,-1.00E-05,7.884E+15,100.0,546901,-100005,-1.71E+16,8016001,3.27502E+16,4.2219E+16,2959504,9776985,2469998,1.01835E+16,7.8288E+15,311873,36960005
1069,5115998,-3.014E+16,34676999,7.00E-05,7.884E+15,9999996,5469007,-100004,-156,8015982,3.275E+16,42219001,2959512,977698,2469988,101834999,79103991,311888,3.696E+16
1070,5115998,-3.002E+16,34712975,18,7884,9.99999E+15,5.46899E+16,-99998,-175,8015991,3.275E+16,4.2219E+16,2959498,9.77698E+15,2469999,1.01835E+16,7.9104E+15,311872,35209992
1071,5115994,-3.006E+16,34712984,11,7.88399E+15,100.0,5469,-99998,-133,801602,3.275E+16,42219002,2959508,9776992,2.47E+16,1.01835E+16,79103978,311868,35209991
1072,5115996,-3005,34712978,15,7883986,1E+16,5.469E+16,-100025,-151,8015978,3.275E+16,4.2219E+16,2.9595E+16,9776992,2469981,1.01835E+16,7910399,311882,33354982
1073,5.27202E+16,-3013,34713003,-4.00E-05,7.884E+15,9999988,5.469E+16,-1.00012E+16,-1.52E+16,8063988,3.275E+16,4.2219E+16,2959502,9776997,2469999,101834973,79103979,311873,33354984
1074,5272011,-3.016E+16,34712977,-16,7883978,9.99999E+15,5468996,-9.9983E+15,-159,8064004,3274994,4.2219E+16,2959497,9776993,2470006,101835015,79103984,3.11893E+16,33354985
1075,5272019,-3.004E+16,3471298,6.00E+11,7.884E+15,10000014,5469001,-100011,-159,8.064E+15,3274998,42218996,2.95949E+16,9776993,2.46999E+16,101834985,79103994,311891,33354994
1076,5272006,-301,34712995,4.00E-05,7883994,10000001,5.469E+16,-100001,-156,8063987,327499,4.2219E+16,2959511,9776992,2469998,1.01835E+16,7.9104E+15,311873,35734992
1077,5272,-301,34712986,8.00E-05,7883986,10000004,5468995,-100009,-158,8063991,3.27502E+16,42218997,2959497,9777005,246999,1.01835E+16,79103972,311883,37799965
1078,5272003,-2.996E+16,34712994,-21,788398,9999983,5.469E+16,-99995,-159,8.064E+15,3.275E+16,4.2219E+16,2959512,9777003,2469999,1.01835E+16,79103999,31189,37800002
1079,5272,-301,34712981,11,7883991,9999987,5469005,-100001,-155,8063991,3.275E+16,42218999,2.95948E+16,9776998,247001,101834996,7.9104E+15,311884,37799998
1080,5.27201E+16,-3.004E+16,34712985,9.00E-05,7883985,9999982,5468995,-100006,-1.54E+16,8.06399E+15,3275,4.2219E+16,2959508,9.77701E+15,2470005,101835013,79104005,311868,37800002
1081,5.27201E+15,-2.994E+16,3.4713E+16,-7.00E-05,7884016,9999984,5469011,-100006,-173,8063996,3274989,4.2219E+16,2959507,9777027,246998,1.01835E+16,79103981,311878,37799983
1082,5272008,-2992,34712997,-1.00E-05,7884,10000004,5.46901E+16,-9.9983E+15,-1.69E+16,8064001,3275009,4.2219E+16,2959511,9776979,2469986,1.01835E+16,79103999,311864,37799995
1083,5.272E+16,-299,34712994,11,7884006,1E+16,5.469E+15,-100001,-159,8063994,3.275E+16,42218995,2959494,9776992,2469997,101835018,79103995,31187,3779998
1084,5272003,-2982,34712977,1.9E+16,7883997,1E+16,5.46899E+15,-9.9991E+15,-168,8.064E+15,3274992,4.2219E+16,2959498,9.77701E+15,2.47E+16,101835002,7.9104E+15,311875,37799993
1085,5.15199E+16,-3.012E+16,34712992,16,7.88399E+15,1E+16,5.46899E+16,-9.9993E+15,-162,8063993,3274988,42219,2959487,9777002,2.47E+16,101835005,7.9104E+15,3.11894E+16,3779999
1086,5152008,-3,34712972,1,7883999,1E+16,5.46901E+16,-1.00018E+16,-16,8.064E+15,327499,4.2219E+16,2959495,9776987,2.47001E+16,1.01835E+16,79103981,31187,3.78E+16
1087,5152009,-3003,34713004,-22,7884002,10000001,5468976,-1.00002E+16,-156,8063988,3.275E+16,4221898,29595,9776994,247001,1.01835E+16,79103967,311877,37799985
1088,5.15201E+16,-2.989E+16,3471299,1.7E+16,7883989,100.0,5.46901E+16,-9.9991E+15,-144,8063996,3.275E+16,42219007,2959498,9776989,2470016,101835011,79103999,31188,37799989
1089,5151998,-3005,3.4713E+16,-2.00E-05,7884017,10000007,5.469E+16,-99992,-16,8063979,3.27498E+16,42218985,2959497,9776994,24.7,1.01835E+16,79103993,311881,3779998
1090,5152008,-2.987E+16,34712991,5.00E-05,7883983,10000009,546901,-100005,-156,8.06399E+15,3.275E+16,42218985,2959498,9776996,2469993,101838,79103999,311892,37799995
1091,5.15201E+16,-2.993E+16,34712996,-7.00E-05,7884,10000019,5469004,-9.9973E+15,-145,8064022,3294995,42218985,2.9595E+16,9777006,2469999,1.01838E+16,7.9104E+15,311872,37799984
1092,5.15201E+16,-3013,34712996,-7.00E-05,7884009,10000001,5.46899E+16,-9999,-176,8064017,3294992,4221899,2959501,9777003,2469998,101838006,79103996,31189,3.78E+16
1093,5151996,-2.981E+16,3.4713E+16,-0.0,7884009,1E+16,5469005,-100001,-1.52E+16,806398,3.29499E+16,4.2219E+16,2.95951E+16,9.77701E+15,246999,101838011,79104005,311879,37799984
1094,5152002,-3.026E+16,34712992,1.3E+16,7884013,1E+16,5468994,-100017,-16,8.06399E+15,3295,42219003,2.95951E+16,9776988,2.46999E+16,101838001,7.9104E+15,3.11871E+16,37799986
1095,5152006,-2.987E+16,34712972,1.2E+16,7883984,100.0,5469001,-1.00002E+16,-148,8064022,3294985,4.2219E+16,2959491,9777006,2470015,101838001,7.9104E+15,311877,3779998
1096,5152002,-2988,34712991,-2.00E-05,7884003,9999996,5469025,-99984,-175,8.06399E+15,3295004,42219001,2.9595E+16,9776985,2.47E+16,101838004,79103979,311879,35979978
1097,5.36401E+16,-2.993E+16,34712993,2.00E-05,7884017,10000009,5469007,-100009,-148,8.06401E+15,3294989,4221899,29595,9776997,2.47E+16,1.01838E+16,79103975,311891,3.598E+16
1098,5363992,-2984,34713003,8.00E-05,7884009,9999991,5468996,-9.9993E+15,-1.42E+16,8.064E+15,329499,4.2129E+16,2.95949E+16,9776998,2469996,1.01838E+16,79103979,311878,3597998
1099,5.36398E+16,-3.008E+16,34713005,2,7883999,9.99999E+15,5468988,-100011,-143,8063993,3295003,42129002,2959502,9777006,2.47001E+16,101837999,79103991,311881,35979996
1100,5363998,-3007,34712991,0.0,7884009,10000025,5.46899E+16,-9.9981E+15,-1.77E+16,8064001,3.29499E+16,4.2129E+16,2959488,9.77698E+15,2469991,101837998,79103994,311879,3.598E+16
1101,5.36401E+16,-2.991E+16,34713006,4.00E-05,7883999,1E+16,5468996,-9.9994E+15,-1.54E+16,8009993,3295001,4212899,2959511,9776997,246999,101838004,79103991,311885,3.598E+16
1102,5363998,-2.977E+16,34712996,-2.00E-05,7884003,1000002,5.46899E+16,-100001,-161,8009991,3295015,42129,2959504,9776998,2.46999E+16,101838014,7910399,311888,3.598E+16
1103,5364,-3007,3.4713E+16,-9.00E-05,7884005,10000004,5.469E+15,-99995,-1.67E+16,8009987,3294992,4212901,2.95949E+16,9777001,2469999,1.01838E+16,7.9104E+15,311878,35979983
1104,5363998,-2.991E+16,34712989,18,7884009,9999993,5468996,-10001,-1.71E+16,8010003,3294984,4.2129E+16,2.9865E+16,9777002,247001,101838009,79103985,311884,35979987
1105,5363998,-2999,34713006,3.00E+11,7884005,9999986,546899,-100011,-1.53E+16,8.01001E+15,3294996,4212901,298649,9776982,24.7,101837991,79103976,311881,35979987
1106,5363994,-3005,34712995,4.00E-05,7884002,9.99999E+15,5468996,-99989,-159,8009993,3295001,42129008,2.98649E+16,9777014,2470001,101837986,79743984,311896,35979984
1107,5.364E+16,-3011,34712997,1,7883991,9.99999E+15,5468999,-100009,-165,800999,3294981,4.2129E+16,2.98651E+16,977699,2469988,101837985,79743969,3.11867E+16,37904982
1108,5363994,-2982,34712979,4.00E-05,7884002,10000005,5468996,-10001,-158,8.00998E+15,3295009,42129008,298649,9776997,246998,101838006,79743974,311881,3.7905E+16
1109,5239993,-2.991E+16,3.4713E+16,1.3E+16,7884015,9999999,5468999,-99997,-148,8009998,3294985,4.2129E+16,2.98651E+16,9776994,2.47E+16,101837994,79743962,3.11867E+16,3.969E+16
1110,5239987,-2997,34712982,11,7884028,9999999,5468994,-100001,-1.69E+16,8010015,3.29501E+16,4.2129E+16,2.98651E+16,9777001,2469987,10183799,79743979,311882,39689967
1111,5239997,-2.981E+16,34712982,9.00E-05,7884019,10000005,546899,-100004,-16,8009997,3294992,42128992,2.98651E+16,9776994,2.46999E+16,101838011,79743984,311868,39689984
1112,5239987,-2999,34712992,-11,7884016,1E+16,5468988,-100003,-16,8009996,3295012,4212899,2986495,9776993,2469988,101837997,79743967,311883,39689974
1113,5239995,-3.016E+16,34712984,-7.00E-05,788401,10000007,5.46899E+16,-9.9988E+15,-165,8010003,3295006,4.2129E+16,2.98651E+16,9.77701E+15,2469995,101838,7.9744E+15,311904,39689983
1114,5240002,-3.008E+16,34712971,11,7.884E+15,9.99999E+15,5468996,-100003,-16,8009994,3280986,4.2129E+16,2986523,9776995,2469986,101838001,79743971,3.11893E+16,39689988
1115,5239996,-3.001E+16,34712979,5.00E-05,7884005,1E+16,546899,-9.9994E+15,-1.81E+16,8009999,3280992,42128988,2.98652E+16,9776995,2.47001E+16,101837989,79743963,311891,37904986
1116,5239992,-3005,3.4713E+16,15,7884005,9.99999E+15,5468999,-9.9996E+15,-149,8009992,3281,42129005,298652,9776983,2470022,10183801,79743985,311901,37904966
1117,5240003,-3009,34712991,2.00E-05,7883991,999998,546898,-100006,-1.67E+16,80.1,3281008,4212899,2.98652E+16,9776996,2470018,101838006,79743984,311878,39724985
1118,5.31998E+16,-302,34712982,5.00E-05,788399,10000017,5468999,-100011,-1.53E+16,8.00998E+15,3281006,42129006,2.98651E+16,9776971,2469989,101838006,79743972,3.11894E+16,39724977
1119,53.2,-3017,34712975,6.00E+11,7884005,100.0,5.46901E+16,-100004,-157,8010004,3281007,42129009,2.98651E+16,9.77701E+15,2.47E+16,101837999,79743972,31189,37764979
1120,5320016,-3011,34712969,-8.00E-05,7.884E+15,9.99999E+15,5.46901E+15,-100003,-17,8009994,3280979,42129008,2.98651E+16,9776986,2469997,101838011,7974398,31189,3.7765E+16
1121,5319993,-3.004E+16,34713002,1.3E+16,7884003,9999984,5469011,-99998,-161,8009995,3280995,4.2129E+16,2986502,9776997,2.46999E+16,101837991,79743965,311882,37764986
1122,5319995,-3.002E+16,34713002,6.00E+11,7883981,100.0,5469013,-99992,-146,8009994,3280985,42129005,2986494,9776988,2470001,101837998,7974395,311873,37764984
1123,5319992,-3007,34712985,2.6E+16,7883991,10000005,5468996,-99998,-176,8010002,3280982,42129007,2.98649E+16,9776993,2.47001E+16,101838009,79743974,3.11838E+16,3776498
1124,5.32E+16,-3.002E+16,34712986,18,7884007,10000005,5.46901E+16,-99989,-151,8010007,3281012,42129003,2.98649E+16,9776995,2.46999E+16,10183801,79743984,3.11887E+16,40214972
1125,5319995,-299,34712968,-1.7E+16,7884016,9999996,546901,-9.9991E+15,-1.63E+16,8009996,3280976,4.2129E+16,2986495,9776995,2470007,101838011,7.9744E+15,311891,40214988
1126,5195978,-2997,34712973,1.00E-05,7884006,9999988,5468985,-99998,-1.66E+16,8009995,3280983,4.2129E+16,29865,9776994,2470007,101837986,79743958,3.11887E+16,4.0215E+16
1127,5196009,-2974,34712985,-1.00E-05,7.884E+15,1E+16,5468991,-100003,-159,8.00998E+15,3281,4.2129E+16,2.98648E+16,9776999,2469999,101837989,79743971,3.11886E+16,40214996
1128,5195997,-3.004E+16,3.4713E+16,-8.00E-05,7.88402E+15,100.0,5.46899E+16,-100005,-168,80.1,3280997,4.2129E+16,2.98649E+16,9776999,2469995,101837992,79743987,311883,40214975
1129,519599,-2988,34712989,1.00E-05,7884017,10000005,5469001,-1.00002E+16,-164,8010021,3280986,42129013,2986498,977699,2479994,10183801,79215985,3.11887E+16,38289992
1130,5196006,-3003,34712989,-5.00E-05,7.88399E+15,10000022,5468996,-100009,-151,8010015,3281017,4.2129E+16,2986512,9777009,2.47999E+16,101838005,79215972,311876,38289984
1131,5195997,-2995,34713001,-0.0,7884004,100.0,546899,-100013,-172,8009993,328099,4.2129E+16,298651,9777011,2479994,1.01838E+16,79215989,311877,38289983
1132,5195991,-3.019E+16,34712991,-1.00E-05,7.88399E+15,9999985,5.46899E+16,-100004,-1.67E+16,8009996,3281003,4.2129E+16,2986495,9776999,2.47999E+16,101837995,79215974,311889,38289975
1133,5196001,-2992,3471298,2.00E-05,7.884E+15,10000004,5468985,-9.9999E+15,-1.54E+16,8009999,3280992,42129006,2986502,9.77701E+15,2480007,101838011,79215965,3.11867E+16,38289986
1134,5196002,-3013,34712981,-7.00E-05,7884013,9999985,5469,-100003,-168,8010001,3280997,42129008,2.9865E+16,9776985,2.48E+16,101837994,7.9216E+15,311883,3828999
1135,5.19599E+16,-3.012E+16,34712993,-4.00E-05,7883997,9999987,5469002,-99985,-1.53E+16,8010022,329301,42128986,2986478,9777006,2480002,101838011,7921599,31188,35804982
1136,4991983,-3003,34713001,-2.00E-05,7884002,9.99999E+15,5469002,-100001,-168,8.00998E+15,3292995,42129007,2986482,9776974,2479985,1.01838E+16,7.9216E+15,311877,33914994
1137,4992006,-2978,34712996,-15,7883995,10000004,5469005,-100005,-1.71E+16,800999,3.293E+16,4.2129E+16,2986495,9.77701E+15,2.48001E+16,101838002,78415992,311884,3.3915E+16
1138,4.992E+16,-3.002E+16,34712994,8.00E-05,7884003,1E+16,5469004,-100004,-1.52E+16,8009999,3292995,42129008,2.9865E+16,9776986,2479991,101837996,7.8416E+15,311879,33914974
1139,4.992E+16,-3.006E+16,34712994,2.00E-05,7884012,9999968,5.46899E+16,-100017,-1.54E+16,8009982,3.293E+16,42128986,2986505,9777003,2.48E+16,101837999,7841597,311858,3.3915E+16
1140,4.99202E+16,-2998,34712995,1.00E-05,7883989,10000009,5.46898E+16,-9.9988E+15,-9.00E-05,8061009,3293005,42129003,2.9865E+16,9777002,2479985,101837995,7.8416E+15,311888,3.3915E+16
1141,4992002,-2992,34713001,3.00E+11,7884,9999987,5469004,-1.00008E+16,11,8061022,3.293E+16,42129,2986498,9776991,2479993,101837997,78415985,311868,33915001
1142,4991983,-2997,34712986,1.00E-05,7.884E+15,10000004,5468999,-1.0,1.00E-05,8061001,3293009,42129003,2986525,9777015,2479999,101837999,7.8416E+15,3.11886E+16,35979979
1143,4992006,-3013,34712985,-2.00E-05,7883999,10000007,5.46898E+16,-100006,6.00E+11,8061014,3.293E+16,4.2129E+16,2957984,9776997,2.47999E+16,101837996,7.8416E+15,311888,35980002
1144,4991988,-2.993E+16,34712977,-7.00E-05,7.884E+15,9999996,546899,-100006,-5.00E-05,8061018,3292993,4.2129E+16,2958012,9.77701E+15,2480001,101837995,78415974,311881,35979982
1145,4991993,-3.002E+16,34712997,4.00E-05,7.884E+15,1E+16,5469004,-9.9999E+15,4.00E-05,8061015,3.293E+16,4.2039E+16,2.95801E+16,9776999,2479984,101837994,78415982,311872,35979989
1146,5096002,-2992,3.4713E+16,1.00E-05,788399,9999995,5.469E+16,-100003,8.00E-05,8.06099E+15,3293002,4.2039E+16,2958016,9776997,2480007,101837998,78415993,311879,35979983
1147,5.09602E+16,-2992,34712975,22,7.884E+15,9999987,5.46899E+15,-100014,2.00E-05,8060974,3.293E+16,42038985,2957985,9776996,2.47999E+16,1.01838E+16,78415989,3.11871E+16,3.8605E+16
1148,5095984,-2999,34712996,-1.9E+16,7883989,9999996,5468999,-9.9991E+15,9.00E-05,8061013,3293,42038973,2957994,977701,2479994,10183799,78415979,31187,38604974
1149,5095997,-2985,3.4713E+16,1,7.88399E+15,9999999,5468985,-1.0,-6.00E+11,8060999,3292992,42038985,2.95801E+16,9777003,2480003,1.01838E+16,77951983,31189,38604976
1150,5095994,-2986,34712982,-0.0,788401,1E+16,5468991,-99992,-1.2E+16,8061009,3.293E+16,4.2039E+16,2957997,9777001,2480002,101837991,77952001,311872,38604994
1151,5.09599E+16,-2997,3471298,1.00E-05,7.88399E+15,1E+16,5468994,-100001,-8.00E-05,8060976,3273003,42038985,2958,9776999,2480003,101838001,77951991,311878,4045998
1152,5.096E+16,-299,34713002,14,7884002,100.0,5468982,-99995,1.3E+16,8.061E+15,3273015,42038998,2958012,9776999,2499993,101837998,77951991,31188,40460007
1153,5095997,-3,3471299,1.00E-05,788401,9999984,546901,-1.00012E+16,8.00E-05,8.06101E+15,3273003,42038974,2957994,9776996,25.0,1.01838E+16,77951995,311885,40459995
1154,5096001,-3009,34713009,2.00E-05,7.884E+15,9999996,5.46902E+16,-99987,-1,8060996,327301,4.2039E+16,2958002,9776988,25.0,101837999,77951987,311877,4045998
1155,5096009,-3.004E+16,3.4713E+16,-1.2E+16,7884009,10000004,5468979,-1.0,1.2E+16,8060999,3273008,4.2039E+16,2957995,977699,2500005,101837991,77951989,311852,4045998
